id,tag_id,taggable_id,taggable_type,tagger_id,tagger_type,context,created_at
90,9,1906,Stone,,,,2012-08-27 13:00:00.587134
91,9,902,Stone,,,,2012-08-27 13:01:03.971756
92,6,12024,Stone,,,,2012-08-31 09:12:56.722699
93,6,12023,Stone,,,,2012-08-31 09:12:56.76218
94,6,12022,Stone,,,,2012-08-31 09:12:56.786742
95,10,12184,Stone,,,,2012-10-02 08:47:26.463399
96,10,12185,Stone,,,,2012-10-02 08:47:26.513131
98,12,13035,Stone,,,,2012-12-28 11:48:58.642481
99,12,13034,Stone,,,,2012-12-28 11:48:58.794524
100,12,13028,Stone,,,,2012-12-28 11:48:58.876162
101,12,13027,Stone,,,,2012-12-28 11:48:58.926783
102,12,13026,Stone,,,,2012-12-28 11:48:59.124227
103,12,13025,Stone,,,,2012-12-28 11:48:59.169463
104,12,13024,Stone,,,,2012-12-28 11:48:59.219142
105,12,13023,Stone,,,,2012-12-28 11:48:59.26148
106,12,13022,Stone,,,,2012-12-28 11:48:59.285907
107,12,13021,Stone,,,,2012-12-28 11:48:59.310808
108,12,13020,Stone,,,,2012-12-28 11:48:59.335941
109,12,12996,Stone,,,,2012-12-28 11:48:59.360771
110,12,13013,Stone,,,,2012-12-28 11:48:59.385961
111,12,13012,Stone,,,,2012-12-28 11:48:59.41061
112,12,13011,Stone,,,,2012-12-28 11:48:59.435898
113,12,12886,Stone,,,,2012-12-28 11:48:59.460846
114,12,12888,Stone,,,,2012-12-28 11:49:45.743054
115,12,12885,Stone,,,,2012-12-28 11:49:45.785922
116,12,12884,Stone,,,,2012-12-28 11:49:45.811621
117,12,12889,Stone,,,,2012-12-28 11:49:45.836652
118,12,12887,Stone,,,,2012-12-28 11:49:45.861418
119,12,12748,Stone,,,,2012-12-28 11:50:09.51011
120,12,13068,Stone,,,,2013-01-07 10:57:01.581706
121,12,13067,Stone,,,,2013-01-07 10:57:01.653604
122,12,13066,Stone,,,,2013-01-07 10:57:01.707607
123,12,13065,Stone,,,,2013-01-07 10:57:01.736594
124,12,13064,Stone,,,,2013-01-07 10:57:01.765538
125,12,13063,Stone,,,,2013-01-07 10:57:01.794803
126,12,13062,Stone,,,,2013-01-07 10:57:01.979422
127,12,13060,Stone,,,,2013-01-07 10:57:02.007856
128,12,13059,Stone,,,,2013-01-07 10:57:02.037296
129,12,13058,Stone,,,,2013-01-07 10:57:02.066137
130,12,13057,Stone,,,,2013-01-07 10:57:02.095186
131,12,13056,Stone,,,,2013-01-07 10:57:02.124711
132,12,13054,Stone,,,,2013-01-07 10:57:02.167627
133,12,13053,Stone,,,,2013-01-07 10:57:02.203912
134,12,13052,Stone,,,,2013-01-07 10:57:02.232574
135,12,13051,Stone,,,,2013-01-07 10:57:02.261802
136,12,13050,Stone,,,,2013-01-07 10:57:02.291036
137,12,13073,Stone,,,,2013-01-08 09:34:10.783883
138,12,13072,Stone,,,,2013-01-08 09:34:10.911705
139,12,13071,Stone,,,,2013-01-08 09:34:10.972527
140,12,13070,Stone,,,,2013-01-08 09:34:11.03192
141,12,13101,Stone,,,,2013-01-08 19:23:35.718637
142,12,13158,Stone,,,,2013-01-09 12:37:35.06195
143,12,13215,Stone,,,,2013-01-10 12:51:59.457927
144,12,13221,Stone,,,,2013-01-10 14:43:29.444455
145,12,13224,Stone,,,,2013-01-10 15:07:38.980366
146,12,13223,Stone,,,,2013-01-10 15:07:39.045758
147,12,13222,Stone,,,,2013-01-10 15:07:39.119976
148,12,13220,Stone,,,,2013-01-10 15:07:39.170971
149,12,13219,Stone,,,,2013-01-10 15:07:39.230208
150,12,13218,Stone,,,,2013-01-10 15:07:39.262227
151,12,13217,Stone,,,,2013-01-10 15:07:39.504622
152,12,13216,Stone,,,,2013-01-10 15:07:39.600859
153,12,13225,Stone,,,,2013-01-10 15:47:53.734028
154,12,13226,Stone,,,,2013-01-10 15:58:23.314825
155,12,13163,Stone,,,,2013-01-10 16:06:52.520048
156,12,13069,Stone,,,,2013-01-10 16:06:52.551199
157,12,13162,Stone,,,,2013-01-10 16:06:52.578342
158,12,13161,Stone,,,,2013-01-10 16:06:52.757928
159,12,13160,Stone,,,,2013-01-10 16:06:52.802324
160,12,13159,Stone,,,,2013-01-10 16:06:52.828955
161,12,13439,Stone,,,,2013-01-22 08:20:43.301563
162,12,13440,Stone,,,,2013-01-22 08:20:43.3732
163,12,13441,Stone,,,,2013-01-22 08:20:43.398111
164,12,13442,Stone,,,,2013-01-22 08:20:43.42292
165,12,13443,Stone,,,,2013-01-22 08:20:43.447909
166,12,13444,Stone,,,,2013-01-22 08:20:43.473066
167,12,13445,Stone,,,,2013-01-22 08:20:43.498049
168,12,13446,Stone,,,,2013-01-22 08:20:43.689798
169,12,13447,Stone,,,,2013-01-22 08:20:43.714884
170,12,13448,Stone,,,,2013-01-22 08:20:43.874488
171,12,13449,Stone,,,,2013-01-22 08:20:43.898514
172,12,13450,Stone,,,,2013-01-22 08:20:43.932217
173,12,13451,Stone,,,,2013-01-22 08:20:43.956624
174,12,13452,Stone,,,,2013-01-22 08:20:43.981685
175,12,13453,Stone,,,,2013-01-22 08:20:44.007535
176,12,13454,Stone,,,,2013-01-22 08:20:44.063567
178,12,13456,Stone,,,,2013-01-22 08:20:44.180141
179,12,13457,Stone,,,,2013-01-22 08:20:44.225316
180,12,13458,Stone,,,,2013-01-22 08:20:44.265139
181,12,13459,Stone,,,,2013-01-22 08:20:44.321758
182,12,13460,Stone,,,,2013-01-22 08:20:44.363514
183,12,13461,Stone,,,,2013-01-22 08:20:44.390007
184,12,12890,Stone,,,,2013-01-22 08:20:44.537957
185,12,12892,Stone,,,,2013-01-22 08:20:44.56441
186,12,12891,Stone,,,,2013-01-22 08:20:44.589342
187,12,13371,Stone,,,,2013-01-22 08:20:45.314685
188,12,13372,Stone,,,,2013-01-22 08:20:45.346493
189,12,13373,Stone,,,,2013-01-22 08:20:45.387943
190,12,13374,Stone,,,,2013-01-22 08:20:45.431769
191,12,13375,Stone,,,,2013-01-22 08:20:45.489357
192,12,13376,Stone,,,,2013-01-22 08:20:45.532329
193,12,13377,Stone,,,,2013-01-22 08:20:45.573037
194,12,13378,Stone,,,,2013-01-22 08:20:45.747372
195,12,13379,Stone,,,,2013-01-22 08:20:45.773631
196,12,13380,Stone,,,,2013-01-22 08:20:45.798506
197,12,13381,Stone,,,,2013-01-22 08:20:45.823521
198,12,13382,Stone,,,,2013-01-22 08:20:45.896981
199,12,13499,Stone,,,,2013-01-25 22:09:52.983726
200,12,13498,Stone,,,,2013-01-25 22:09:53.06365
201,12,13497,Stone,,,,2013-01-25 22:09:53.100561
202,12,13496,Stone,,,,2013-01-25 22:09:53.134049
203,12,13495,Stone,,,,2013-01-25 22:09:53.29781
204,12,13494,Stone,,,,2013-01-25 22:09:53.334445
205,12,13493,Stone,,,,2013-01-25 22:09:53.37224
206,12,13492,Stone,,,,2013-01-25 22:09:53.409226
207,12,13491,Stone,,,,2013-01-25 22:09:53.442829
208,12,13490,Stone,,,,2013-01-25 22:09:53.472555
209,12,13489,Stone,,,,2013-01-25 22:09:53.501143
211,12,13487,Stone,,,,2013-01-25 22:09:53.56014
212,12,13486,Stone,,,,2013-01-25 22:09:53.589231
213,12,13485,Stone,,,,2013-01-25 22:09:53.618631
214,12,13481,Stone,,,,2013-01-25 22:11:01.848898
215,12,13480,Stone,,,,2013-01-25 22:11:01.885373
216,12,13479,Stone,,,,2013-01-25 22:11:01.918495
217,12,13476,Stone,,,,2013-01-25 22:11:01.951411
218,12,13484,Stone,,,,2013-01-25 22:12:06.275853
219,12,13483,Stone,,,,2013-01-25 22:12:06.326089
220,12,13482,Stone,,,,2013-01-25 22:12:06.356024
221,12,13524,Stone,,,,2013-01-30 21:51:56.48186
222,12,13523,Stone,,,,2013-01-30 21:51:56.579027
224,12,13521,Stone,,,,2013-01-30 21:51:56.646837
225,12,13520,Stone,,,,2013-01-30 21:51:56.805163
226,12,13519,Stone,,,,2013-01-30 21:51:56.839833
227,12,13518,Stone,,,,2013-01-30 21:51:56.878858
228,12,13517,Stone,,,,2013-01-30 21:51:56.913673
229,12,13516,Stone,,,,2013-01-30 21:51:56.946914
230,12,13515,Stone,,,,2013-01-30 21:51:56.979754
231,12,13514,Stone,,,,2013-01-30 21:51:57.159653
232,12,13513,Stone,,,,2013-01-30 21:51:57.198088
233,12,13512,Stone,,,,2013-01-30 21:51:57.229929
234,12,13511,Stone,,,,2013-01-30 21:51:57.25598
235,12,13510,Stone,,,,2013-01-30 21:51:57.287759
236,12,13509,Stone,,,,2013-01-30 21:51:57.314247
237,12,13508,Stone,,,,2013-01-30 21:51:57.345691
238,12,13507,Stone,,,,2013-01-30 21:51:57.372082
239,12,13506,Stone,,,,2013-01-30 21:51:57.396968
240,12,13505,Stone,,,,2013-01-30 21:51:57.552195
241,12,13504,Stone,,,,2013-01-30 21:51:57.611433
242,12,13503,Stone,,,,2013-01-30 21:51:57.678785
243,12,13502,Stone,,,,2013-01-30 21:51:57.712343
244,12,13501,Stone,,,,2013-01-30 21:51:57.874769
245,12,13436,Stone,,,,2013-01-30 21:54:22.355005
246,13,13116,Stone,,,,2013-02-07 09:03:03.398983
247,13,9901,Stone,,,,2013-02-07 09:03:03.470507
248,13,9902,Stone,,,,2013-02-07 09:03:03.502174
249,13,9900,Stone,,,,2013-02-07 09:03:03.530733
250,13,13115,Stone,,,,2013-02-07 09:03:03.677378
251,13,9903,Stone,,,,2013-02-07 09:03:03.705601
252,13,9904,Stone,,,,2013-02-07 09:03:03.73565
253,13,13117,Stone,,,,2013-02-07 09:03:31.467029
254,13,9897,Stone,,,,2013-02-07 09:03:31.50646
255,13,9898,Stone,,,,2013-02-07 09:03:31.684543
256,13,9899,Stone,,,,2013-02-07 09:03:31.716966
257,13,13655,Stone,,,,2013-02-07 09:06:15.174197
258,13,13428,Stone,,,,2013-02-07 09:06:15.214887
259,12,13671,Stone,,,,2013-02-09 00:17:35.219097
260,12,13672,Stone,,,,2013-02-09 00:17:35.292893
261,12,13673,Stone,,,,2013-02-09 00:17:35.317204
262,12,13674,Stone,,,,2013-02-09 00:17:35.342296
263,12,13675,Stone,,,,2013-02-09 00:17:35.367264
264,12,13676,Stone,,,,2013-02-09 00:17:35.529625
265,12,13677,Stone,,,,2013-02-09 00:17:35.559829
266,12,13678,Stone,,,,2013-02-09 00:17:35.584882
267,12,13679,Stone,,,,2013-02-09 00:17:35.684265
268,12,13680,Stone,,,,2013-02-09 00:17:35.726017
269,12,13681,Stone,,,,2013-02-09 00:17:35.767863
270,12,13682,Stone,,,,2013-02-09 00:17:35.792567
271,12,13683,Stone,,,,2013-02-09 00:17:35.817732
272,12,13684,Stone,,,,2013-02-09 00:17:35.842533
273,12,13685,Stone,,,,2013-02-09 00:17:35.867651
274,14,11946,Stone,,,,2013-02-09 00:18:22.0401
275,15,12457,Stone,,,,2013-02-09 00:19:47.734051
276,16,8378,Stone,,,,2013-02-09 00:21:47.645838
277,16,8380,Stone,,,,2013-02-09 00:21:47.682475
278,16,8383,Stone,,,,2013-02-09 00:21:47.719687
279,16,8076,Stone,,,,2013-02-09 00:21:47.747516
280,16,2996,Stone,,,,2013-02-09 00:21:47.768417
281,16,8093,Stone,,,,2013-02-09 00:21:47.8157
282,16,2997,Stone,,,,2013-02-09 00:21:47.841873
283,16,8087,Stone,,,,2013-02-09 00:21:47.866027
284,16,8115,Stone,,,,2013-02-09 00:21:47.890544
285,16,8128,Stone,,,,2013-02-09 00:21:48.048723
286,16,1877,Stone,,,,2013-02-09 00:21:48.069126
287,17,1222,Box,,,,2013-02-09 00:24:37.652125
288,17,1223,Box,,,,2013-02-09 00:24:37.692923
289,17,1224,Box,,,,2013-02-09 00:24:37.726084
290,17,1225,Box,,,,2013-02-09 00:24:37.759759
291,12,13725,Stone,,,,2013-02-13 15:20:06.274876
292,12,13694,Stone,,,,2013-02-13 15:20:27.709497
296,12,13724,Stone,,,,2013-02-13 21:47:34.624306
297,12,13723,Stone,,,,2013-02-13 21:47:34.655921
298,12,13722,Stone,,,,2013-02-13 21:47:34.682455
299,12,13721,Stone,,,,2013-02-13 21:47:34.713873
300,12,13720,Stone,,,,2013-02-13 21:47:34.741096
301,12,13719,Stone,,,,2013-02-13 21:47:34.772299
302,12,13718,Stone,,,,2013-02-13 21:47:34.799287
303,12,13717,Stone,,,,2013-02-13 21:47:34.830356
304,12,13716,Stone,,,,2013-02-13 21:47:34.857463
305,12,13715,Stone,,,,2013-02-13 21:47:34.889078
306,12,13714,Stone,,,,2013-02-13 21:47:34.915786
307,12,13713,Stone,,,,2013-02-13 21:47:34.947313
308,12,13712,Stone,,,,2013-02-13 21:47:34.974122
309,12,13711,Stone,,,,2013-02-13 21:47:35.005529
310,12,13710,Stone,,,,2013-02-13 21:47:35.032354
311,12,13709,Stone,,,,2013-02-13 21:47:35.063503
312,12,13708,Stone,,,,2013-02-13 21:47:35.22606
313,12,13707,Stone,,,,2013-02-13 21:47:35.26084
314,12,13706,Stone,,,,2013-02-13 21:47:35.291913
315,12,13705,Stone,,,,2013-02-13 21:47:35.322147
316,12,13704,Stone,,,,2013-02-13 21:47:35.349521
317,12,13703,Stone,,,,2013-02-13 21:47:35.380857
318,12,13702,Stone,,,,2013-02-13 21:47:35.407716
319,12,13701,Stone,,,,2013-02-13 21:47:35.438952
320,12,13700,Stone,,,,2013-02-13 21:47:35.465949
321,12,13699,Stone,,,,2013-02-13 21:47:35.508263
322,12,13698,Stone,,,,2013-02-13 21:47:35.538601
323,12,13697,Stone,,,,2013-02-13 21:47:35.565944
324,12,13696,Stone,,,,2013-02-13 21:47:35.597382
325,12,13695,Stone,,,,2013-02-13 21:47:35.624287
326,12,13730,Stone,,,,2013-02-15 00:07:10.724474
327,12,13731,Stone,,,,2013-02-15 00:07:10.769738
328,12,13732,Stone,,,,2013-02-15 00:07:10.807613
329,12,13733,Stone,,,,2013-02-15 00:07:10.841004
330,12,13734,Stone,,,,2013-02-15 00:07:10.8742
331,12,13735,Stone,,,,2013-02-15 00:07:10.907817
332,12,13736,Stone,,,,2013-02-15 00:07:10.940462
333,12,13737,Stone,,,,2013-02-15 00:07:10.970907
334,12,13738,Stone,,,,2013-02-15 00:07:11.00411
335,12,13739,Stone,,,,2013-02-15 00:07:11.037147
336,12,13740,Stone,,,,2013-02-15 00:07:11.070381
337,12,13741,Stone,,,,2013-02-15 00:07:11.136928
338,12,13742,Stone,,,,2013-02-15 00:07:11.333763
339,12,13743,Stone,,,,2013-02-15 00:07:11.366392
340,12,13744,Stone,,,,2013-02-15 00:07:11.399729
341,12,13745,Stone,,,,2013-02-15 00:07:11.432619
342,12,13746,Stone,,,,2013-02-15 00:07:11.62116
343,12,13747,Stone,,,,2013-02-15 00:07:11.655088
344,12,13748,Stone,,,,2013-02-15 00:07:11.716273
345,12,13749,Stone,,,,2013-02-15 00:07:11.755484
346,12,13750,Stone,,,,2013-02-15 00:07:11.804268
347,12,13751,Stone,,,,2013-02-15 00:07:11.857952
348,12,13752,Stone,,,,2013-02-15 00:07:11.899199
349,12,13753,Stone,,,,2013-02-15 00:07:11.94599
350,12,13754,Stone,,,,2013-02-15 00:07:11.995609
351,12,13755,Stone,,,,2013-02-15 00:07:12.046185
352,18,1338,Box,,,,2013-02-25 11:48:48.555043
353,18,1339,Box,,,,2013-02-25 11:48:48.623686
354,18,1340,Box,,,,2013-02-25 11:48:48.656202
355,18,1341,Box,,,,2013-02-25 11:48:48.685593
356,18,1342,Box,,,,2013-02-25 11:48:48.718659
357,18,1343,Box,,,,2013-02-25 11:48:48.752189
358,18,1344,Box,,,,2013-02-25 11:48:48.785419
359,18,1345,Box,,,,2013-02-25 11:48:48.818455
360,18,1346,Box,,,,2013-02-25 11:48:48.852187
361,18,1347,Box,,,,2013-02-25 11:48:49.03666
362,18,1348,Box,,,,2013-02-25 11:48:49.090732
363,18,1349,Box,,,,2013-02-25 11:48:49.123658
364,18,1350,Box,,,,2013-02-25 11:48:49.157252
365,18,1351,Box,,,,2013-02-25 11:48:49.190337
366,18,1352,Box,,,,2013-02-25 11:48:49.22367
367,18,1353,Box,,,,2013-02-25 11:48:49.257193
368,18,1354,Box,,,,2013-02-25 11:48:49.289329
369,12,14116,Stone,,,,2013-03-15 23:15:19.949188
370,12,14115,Stone,,,,2013-03-15 23:15:19.997984
371,12,14114,Stone,,,,2013-03-15 23:15:20.030259
372,12,14113,Stone,,,,2013-03-15 23:15:20.060205
373,12,14112,Stone,,,,2013-03-15 23:15:20.093235
374,12,14111,Stone,,,,2013-03-15 23:15:20.123279
375,12,14110,Stone,,,,2013-03-15 23:15:20.15618
376,12,14090,Stone,,,,2013-03-15 23:15:20.187172
377,12,14091,Stone,,,,2013-03-15 23:15:20.21854
378,12,14092,Stone,,,,2013-03-15 23:15:20.364079
379,12,14093,Stone,,,,2013-03-15 23:15:20.392799
380,12,14094,Stone,,,,2013-03-15 23:15:20.422464
381,12,14095,Stone,,,,2013-03-15 23:15:20.451375
382,12,14096,Stone,,,,2013-03-15 23:15:20.480455
383,12,14097,Stone,,,,2013-03-15 23:15:20.509118
384,12,14098,Stone,,,,2013-03-15 23:15:20.538806
385,12,14099,Stone,,,,2013-03-15 23:15:20.567668
386,12,14101,Stone,,,,2013-03-15 23:15:20.596534
387,12,14100,Stone,,,,2013-03-15 23:15:20.626075
388,12,14102,Stone,,,,2013-03-15 23:15:20.803054
389,12,14103,Stone,,,,2013-03-15 23:17:45.668038
390,12,14104,Stone,,,,2013-03-15 23:17:45.865695
391,12,14105,Stone,,,,2013-03-15 23:17:45.899415
392,12,14106,Stone,,,,2013-03-15 23:17:45.928286
393,12,14107,Stone,,,,2013-03-15 23:17:45.957378
394,12,14108,Stone,,,,2013-03-15 23:17:45.986191
395,12,14070,Stone,,,,2013-03-15 23:17:46.015985
396,12,14071,Stone,,,,2013-03-15 23:17:46.044134
397,12,14072,Stone,,,,2013-03-15 23:17:46.076034
398,12,14073,Stone,,,,2013-03-15 23:17:46.105505
399,12,14074,Stone,,,,2013-03-15 23:17:46.134476
400,12,14075,Stone,,,,2013-03-15 23:17:46.163369
401,12,14076,Stone,,,,2013-03-15 23:17:46.193209
402,12,14077,Stone,,,,2013-03-15 23:17:46.222067
403,12,14078,Stone,,,,2013-03-15 23:17:46.250865
404,12,14079,Stone,,,,2013-03-15 23:17:46.280672
405,12,14080,Stone,,,,2013-03-15 23:17:46.309673
406,12,14081,Stone,,,,2013-03-15 23:17:46.338893
407,12,14082,Stone,,,,2013-03-15 23:17:46.368308
408,12,14083,Stone,,,,2013-03-15 23:17:46.397124
409,12,14084,Stone,,,,2013-03-15 23:17:46.60345
410,12,14085,Stone,,,,2013-03-15 23:17:46.634455
411,12,14086,Stone,,,,2013-03-15 23:17:46.674069
412,12,14087,Stone,,,,2013-03-15 23:17:46.709518
413,12,14088,Stone,,,,2013-03-15 23:17:46.737722
414,12,14089,Stone,,,,2013-03-15 23:17:46.768837
415,12,14053,Stone,,,,2013-03-15 23:17:46.797492
416,12,14054,Stone,,,,2013-03-15 23:17:46.826787
417,12,14055,Stone,,,,2013-03-15 23:17:46.85544
418,12,14056,Stone,,,,2013-03-15 23:17:46.885156
419,12,14057,Stone,,,,2013-03-15 23:17:46.914284
420,12,14058,Stone,,,,2013-03-15 23:17:46.942835
421,12,14059,Stone,,,,2013-03-15 23:17:46.971937
422,12,14060,Stone,,,,2013-03-15 23:17:47.001708
423,12,14061,Stone,,,,2013-03-15 23:17:47.030409
424,12,14063,Stone,,,,2013-03-15 23:17:47.059563
425,12,14064,Stone,,,,2013-03-15 23:17:47.088535
426,12,14062,Stone,,,,2013-03-15 23:17:47.118686
427,12,14065,Stone,,,,2013-03-15 23:17:47.14735
428,12,14066,Stone,,,,2013-03-15 23:17:47.310486
429,12,14067,Stone,,,,2013-03-15 23:17:47.347551
430,12,14068,Stone,,,,2013-03-15 23:17:47.374093
431,12,14069,Stone,,,,2013-03-15 23:17:47.402878
432,12,14052,Stone,,,,2013-03-15 23:17:47.431374
433,12,14045,Stone,,,,2013-03-15 23:17:47.460237
434,12,14051,Stone,,,,2013-03-15 23:17:47.489416
435,12,14050,Stone,,,,2013-03-15 23:17:47.518645
436,12,14049,Stone,,,,2013-03-15 23:17:47.547698
437,12,14048,Stone,,,,2013-03-15 23:17:47.577169
438,12,14047,Stone,,,,2013-03-15 23:17:47.606148
439,12,14046,Stone,,,,2013-03-15 23:17:47.635728
440,12,14044,Stone,,,,2013-03-15 23:17:47.664745
441,12,14043,Stone,,,,2013-03-15 23:17:47.693966
442,12,14042,Stone,,,,2013-03-15 23:17:47.722629
443,12,14041,Stone,,,,2013-03-15 23:17:47.751778
444,12,14040,Stone,,,,2013-03-15 23:17:47.780719
445,12,14039,Stone,,,,2013-03-15 23:17:47.810699
446,12,14038,Stone,,,,2013-03-15 23:17:47.838868
447,12,14037,Stone,,,,2013-03-15 23:17:47.868811
448,12,14036,Stone,,,,2013-03-15 23:17:48.047404
449,12,14035,Stone,,,,2013-03-15 23:17:48.077228
450,12,14034,Stone,,,,2013-03-15 23:17:48.10644
451,12,14033,Stone,,,,2013-03-15 23:17:48.135548
452,12,14032,Stone,,,,2013-03-15 23:17:48.164781
453,12,14153,Stone,,,,2013-03-18 11:50:03.817811
454,12,14152,Stone,,,,2013-03-18 11:50:03.89408
455,12,14151,Stone,,,,2013-03-18 11:50:03.91743
456,12,14150,Stone,,,,2013-03-18 11:50:03.94225
457,12,14149,Stone,,,,2013-03-18 11:50:03.968045
458,12,14148,Stone,,,,2013-03-18 11:50:03.992279
459,12,14147,Stone,,,,2013-03-18 11:50:04.017355
460,12,14146,Stone,,,,2013-03-18 11:50:04.042269
461,12,14145,Stone,,,,2013-03-18 11:50:04.067261
462,12,14144,Stone,,,,2013-03-18 11:50:04.092323
463,12,14133,Stone,,,,2013-03-18 11:50:04.117254
464,12,14132,Stone,,,,2013-03-18 11:50:04.142243
465,12,14131,Stone,,,,2013-03-18 11:50:04.167353
466,12,14130,Stone,,,,2013-03-18 11:50:04.192481
467,12,14129,Stone,,,,2013-03-18 11:50:04.217391
468,12,14128,Stone,,,,2013-03-18 11:50:04.242483
469,12,14127,Stone,,,,2013-03-18 11:50:04.267455
470,12,14126,Stone,,,,2013-03-18 11:50:04.292563
471,12,14125,Stone,,,,2013-03-18 11:50:04.317564
473,12,14219,Stone,,,,2013-03-19 13:40:45.648786
474,12,14218,Stone,,,,2013-03-19 13:40:45.700218
475,12,14217,Stone,,,,2013-03-19 13:40:45.74039
476,12,14216,Stone,,,,2013-03-19 13:40:45.77261
477,12,14215,Stone,,,,2013-03-19 13:40:45.949615
478,12,14214,Stone,,,,2013-03-19 13:40:45.984011
479,12,14213,Stone,,,,2013-03-19 13:40:46.023481
480,12,14207,Stone,,,,2013-03-19 13:40:46.0534
481,12,14210,Stone,,,,2013-03-19 13:40:46.085742
482,12,14212,Stone,,,,2013-03-19 13:40:46.135698
483,12,14211,Stone,,,,2013-03-19 13:40:46.167259
484,12,14209,Stone,,,,2013-03-19 13:40:46.200505
485,12,14208,Stone,,,,2013-03-19 13:40:46.231433
486,12,14206,Stone,,,,2013-03-19 13:40:46.261429
487,12,14205,Stone,,,,2013-03-19 13:40:46.294862
488,12,14204,Stone,,,,2013-03-19 13:40:46.32777
489,12,14203,Stone,,,,2013-03-19 13:40:46.358609
490,12,14202,Stone,,,,2013-03-19 13:40:46.389463
491,12,14201,Stone,,,,2013-03-19 13:40:46.420018
492,12,14200,Stone,,,,2013-03-19 13:40:46.452195
493,12,14199,Stone,,,,2013-03-19 13:40:46.48283
494,12,14198,Stone,,,,2013-03-19 13:40:46.511888
495,12,14197,Stone,,,,2013-03-19 13:40:46.723171
496,12,14196,Stone,,,,2013-03-19 13:40:46.754039
497,12,14195,Stone,,,,2013-03-19 13:40:46.906341
498,12,14194,Stone,,,,2013-03-19 13:40:46.941624
499,12,14193,Stone,,,,2013-03-19 13:40:46.976298
500,12,14192,Stone,,,,2013-03-19 13:40:47.009388
501,12,14191,Stone,,,,2013-03-19 13:48:37.889203
502,12,14190,Stone,,,,2013-03-19 13:48:37.931204
503,12,14189,Stone,,,,2013-03-19 13:48:37.959134
504,12,14188,Stone,,,,2013-03-19 13:48:37.98925
505,12,14187,Stone,,,,2013-03-19 13:48:38.017331
506,12,14186,Stone,,,,2013-03-19 13:48:38.042409
507,12,14185,Stone,,,,2013-03-19 13:48:38.072415
