id,attachment_file_id,name,description,spot_x,spot_y,target_uid,radius_in_percent,stroke_color,stroke_width,fill_color,fill_opacity,with_cross,created_at,updated_at
317,32181,cpx-sax33-hk2,,67.9,55.5,20110419140734-017-509,8,blue,10,blue,0,f,2011-08-01 16:10:47.154123,2011-08-01 16:10:59.663537
318,32181,px-wo-Gifu-hk2,,72.9,39.6,20110419141216-040-275,8,blue,10,blue,0,f,2011-08-01 16:11:43.806909,2011-08-01 16:11:51.488906
319,32181,ref-ol-sc-hk2,,56.7,33,20110419140839-756-033,8,green,10,blue,0,f,2011-08-01 16:14:46.192739,2011-08-01 16:17:46.521334
320,32181,opx-TZ1001-hk2,,39.5,39.7,20110419141057-582-241,8,blue,10,blue,0,f,2011-08-01 16:15:33.481245,2011-08-01 16:15:41.565474
321,32181,en-SL1-hk2,,32.1,53.1,20110419140954-014-459,8,blue,10,blue,0,f,2011-08-01 16:16:08.280681,2011-08-01 16:16:16.249362
322,32181,cpx-di-tz1001-hk2,,41.3,67.2,20110419140423-257-418,8,blue,10,blue,0,f,2011-08-01 16:16:57.445621,2011-08-01 16:17:02.983643
323,32181,cpx-cr-diopside-hk2,,59.5,67.6,20110419140501-992-434,8,blue,10,blue,0,f,2011-08-01 16:17:28.878604,2011-08-01 16:17:34.360989
324,32184,ref-ol-sc-hk3,,51.3,31.7,20110419140844-895-208,8,green,10,blue,0,f,2011-08-01 16:19:23.415567,2011-08-01 16:19:32.956506
325,32184,px-wo-Gifu-hk3,,56,54.4,20110419141220-868-783,8,blue,10,blue,0,f,2011-08-01 16:25:46.9547,2011-08-01 16:25:55.494551
326,32184,cpx-di-tz1001-hk3,,38,65.2,20110419140430-247-202,8,blue,10,blue,0,f,2011-08-01 16:26:31.114756,2011-08-01 16:26:36.391243
327,32184,cpx-sax33-hk3,,77.2,50.9,20110419140740-133-021,8,blue,10,blue,0,f,2011-08-01 16:27:19.13391,2011-08-01 16:27:25.459122
328,32184,en-SL1-hk3,,27.3,51.7,20110419140959-051-296,8,blue,10,blue,0,f,2011-08-01 16:29:03.367883,2011-08-01 16:32:31.26265
330,32184,cpx-cr-diopside-hk3b,,70.5,64.9,20110801182000-580-079,8,blue,10,blue,0,f,2011-08-01 18:20:35.832732,2011-08-01 18:20:42.980618
331,32184,cpx-cr-diopside-hk3,,52.9,73.8,20110419140508-943-972,8,blue,10,blue,0,f,2011-08-01 18:21:09.112127,2011-08-01 18:21:15.939414
332,32184,en-SL1-hk3b,,37.5,39.9,20110801182201-569-446,8,blue,10,blue,0,f,2011-08-01 18:22:31.923143,2011-08-01 18:25:34.471381
333,36250,ol-sc-3,,64,20.2,20120206101036-868-600,10,blue,1,blue,0,f,2012-02-06 10:25:06.785461,2012-02-06 10:27:11.965276
334,36250,gl-pjr1,,61,52.5,20120206101051-750-409,10,blue,1,blue,0,f,2012-02-06 10:28:15.749343,2012-02-06 10:28:40.964242
335,36250,amp-rich,,36,24.5,20120206101122-934-432,10,blue,1,blue,0,f,2012-02-06 10:29:26.657273,2012-02-06 10:29:39.646179
336,36250,amp-arf,,37,55.2,20120206101110-077-313,10,blue,1,blue,0,f,2012-02-06 10:30:26.363183,2012-02-06 10:31:02.786525
337,36252,amp-arf,,43.3,52.5,20120206101455-565-744,5,blue,1,blue,0,f,2012-02-06 10:32:43.253749,2012-02-06 10:32:55.886073
338,36252,amp-arf,,61,53.8,20120206101455-565-744,5,blue,1,blue,0,f,2012-02-06 10:33:26.117709,2012-02-06 10:33:48.733296
339,36252,amp-rich,,32,27.8,20120206101508-653-207,5,blue,1,blue,0,f,2012-02-06 10:34:35.525835,2012-02-06 10:34:47.299493
340,36252,ol-sc-3,,62.7,26.8,20120206101442-160-047,5,blue,1,blue,0,f,2012-02-06 10:35:25.95887,2012-02-06 10:35:36.717118
341,32989,1,,49.8,34.6,20120222192429-444-319,15,red,5,red,0,f,2012-02-22 19:52:26.117191,2012-02-26 14:22:42.541406
342,32989,802,,52.8,31,20120222194521-900-286,15,blue,5,blue,0,f,2012-02-22 19:54:34.312459,2013-02-14 19:26:16.04192
343,32524,721,,55.2,43.8,20120223193537-455-422,8,blue,5,blue,0,f,2012-02-23 19:39:31.222614,2012-02-26 14:16:42.211146
344,32524,723,,38.3,38.3,20120223193712-447-283,8,blue,5,blue,0,f,2012-02-23 19:40:50.980466,2012-02-26 14:17:07.913888
345,32524,720,,56.3,14.7,20120223193413-873-104,8,blue,5,blue,0,f,2012-02-23 19:43:11.704568,2012-02-26 14:17:25.308074
346,32524,694,,44.2,25,20120223193244-229-984,8,blue,5,blue,0,f,2012-02-24 16:20:07.404631,2012-02-26 14:17:35.489617
347,32524,2,,54,23.3,20120224161128-468-643,8,red,5,red,0,f,2012-02-24 16:21:22.929148,2012-02-26 14:17:44.365635
348,32524,3,,37.3,30.3,20120224161128-881-454,8,red,5,blue,0,f,2012-02-24 16:22:33.735437,2012-02-26 14:18:01.094604
349,32524,4,,66.3,17.7,20120224161128-138-577,8,red,5,blue,0,f,2012-02-24 16:23:13.538842,2012-02-26 14:18:10.791473
350,32524,5,,64,8.7,20120224161128-313-215,8,red,5,blue,0,f,2012-02-24 16:24:10.42418,2012-02-26 14:18:20.276581
351,32524,6,,70,32,20120224161129-381-305,8,red,5,blue,0,f,2012-02-24 16:25:19.037494,2012-02-26 14:18:30.229979
352,32908,755,,50.3,44.7,20110520073816-799-968,8,blue,14,blue,0,f,2012-02-24 17:00:37.951962,2013-01-31 22:23:25.305569
353,32908,756,,33,28.3,20110520073916-637-498,8,blue,10,blue,0,f,2012-02-24 17:01:10.677676,2013-01-24 22:40:38.669738
354,32908,765,,70,14,20110520074012-809-874,8,blue,10,blue,0,f,2012-02-24 17:01:45.241678,2013-01-24 22:43:39.586497
355,32908,7,,30.3,33,20120224165505-011-632,8,red,10,blue,0,f,2012-02-24 17:02:34.767782,2013-01-24 22:43:15.318339
356,32908,8,,47,39,20120224165505-288-138,8,red,15,blue,0,f,2012-02-24 17:03:12.868785,2013-01-28 22:04:02.992204
357,32908,9,,70.3,19.3,20120224165505-185-048,8,red,10,blue,0,f,2012-02-24 17:03:43.422539,2013-01-24 22:41:28.863292
358,32908,10,,59.3,26.3,20120224165506-316-241,8,red,10,blue,0,f,2012-02-24 17:04:19.87199,2013-01-24 22:41:03.001372
359,32809,782,,55.7,34,20110524102434-601-562,8,blue,10,blue,0,f,2012-02-24 17:19:57.999809,2013-01-25 08:53:31.826046
360,32809,783,,40,48.7,20110524103255-303-452,8,blue,10,blue,0,f,2012-02-24 17:20:26.068527,2013-01-25 08:54:01.275723
361,32809,11,,58.3,29.7,20120224171743-453-301,8,red,10,blue,0,f,2012-02-24 17:20:52.063332,2013-01-25 08:54:42.670756
362,32809,12,,43,37.3,20120224171743-270-386,8,red,10,blue,0,f,2012-02-24 17:21:16.01826,2013-01-25 08:55:53.394054
363,32809,13,,40.7,53.3,20120224171743-978-832,8,red,10,blue,0,f,2012-02-24 17:21:38.812676,2013-01-25 08:56:27.764653
364,37117,ref-ol-fk1,,63.9,66.1,20120502145235-983-411,0.5,blue,1,blue,0,f,2012-05-02 14:53:23.486715,2012-05-02 14:53:23.486715
365,37117,ref-ol-fo1,,82.8,34.2,20120502145447-817-914,0.5,blue,1,blue,0,,2012-05-02 14:55:14.30717,2012-05-02 14:55:14.30717
366,37117,ref-ol-sc1,,77.1,50.3,20120502145609-768-017,0.5,blue,1,blue,0,,2012-05-02 14:56:35.732759,2012-05-02 14:56:35.732759
367,37117,ref-ol-fa1,,37,31.8,20120502145840-446-935,0.5,blue,1,blue,0,,2012-05-02 14:59:12.515621,2012-05-02 14:59:12.515621
368,37117,ref-ol-nwa6704,,66.7,13.8,20120502150039-839-092,0.5,blue,1,blue,0,,2012-05-02 15:01:04.927339,2012-05-02 15:01:04.927339
369,37689,gl-wm-1105-ba0,,52,20.8,20120604164435-177-597,2,blue,1,blue,0,t,2012-06-04 18:49:01.408049,2012-06-04 19:49:59.481045
370,37689,gl-wm-2503-ba2,,49,43.1,20120604164458-893-550,2,blue,1,blue,0,t,2012-06-04 19:24:47.861855,2012-06-04 19:26:09.108417
371,37689,gl-wm-1102ba5,,46.9,64.7,20120604164512-746-563,2,blue,1,blue,0,t,2012-06-04 19:28:21.833403,2012-06-04 19:28:47.082497
372,37689,gl-wm-0902-ba5,,45.4,83.7,20120604164534-153-374,2,blue,1,blue,0,t,2012-06-04 19:30:02.592225,2012-06-04 19:30:18.18789
373,37690,gl-wm-nist610,,60.2,22.2,20120604165221-089-349,2,blue,1,blue,0,t,2012-06-04 19:31:57.390618,2012-06-04 19:32:43.032603
375,37690,gl-wm-nist612,,43.7,75.4,20120604165234-160-926,2,blue,1,blue,0,t,2012-06-04 19:33:54.259153,2012-06-04 19:34:15.19337
376,37691,gl-wm-esrf-phon-run4,,45.2,36.1,20120604171124-142-773,2,blue,1,blue,0,t,2012-06-04 19:36:42.105401,2012-06-04 19:52:17.668253
377,37691,gl-wm-esrf-phon-run5,,45.1,43.7,20120604171136-388-670,2,blue,1,blue,0,t,2012-06-04 19:37:45.894509,2012-06-04 19:52:09.408861
378,37691,gl-wm-esrf-phon-run2,,46.5,62.3,20120604171148-713-841,2,blue,1,blue,0,t,2012-06-04 19:38:43.889629,2012-06-04 19:52:34.543421
379,37691,gl-wm-esrf-phon-run8,,34.5,55.9,20120604171158-885-286,2,blue,1,blue,0,t,2012-06-04 19:39:30.614301,2012-06-04 19:52:27.772489
380,37692,gl-wm-esrf-gran-run11,,62.1,32.6,20120604170044-225-018,2,blue,1,blue,0,t,2012-06-04 19:41:39.53971,2012-06-04 19:53:15.460803
381,37692,gl-wm-esrf-gran-run10,,35.5,32.4,20120604170101-058-434,2,blue,1,blue,0,t,2012-06-04 19:42:45.714296,2012-06-04 19:53:35.902415
382,37692,gl-wm-esrf-gran-run11b,,37.2,49.1,20120604170115-577-158,2,blue,1,blue,0,t,2012-06-04 19:44:47.822838,2012-06-04 19:53:59.744591
383,37692,gl-wm-esrf-gran-run15,,63.3,50.1,20120604170128-988-768,2,blue,1,blue,0,t,2012-06-04 19:45:43.546099,2012-06-04 19:53:49.48147
384,37692,gl-wm-esrf-gran-run6b,,38,75,20120604170142-224-006,2,blue,1,blue,0,t,2012-06-04 19:46:30.649427,2012-06-04 19:54:18.23252
385,37692,gl-wm-esrf-gran-run21,,54.5,68.7,20120604170151-937-404,2,blue,1,blue,0,t,2012-06-04 19:47:34.487647,2012-06-04 19:54:08.528117
388,37774,ref-cpx-klb1,,75.3,25.2,20120607163121-480-523,2,blue,2,blue,0,,2012-06-07 16:53:18.11256,2012-06-07 16:53:18.11256
389,37774,ref-opx-klb1,,51.3,42.2,20120607163105-386-028,2,blue,2,blue,0,,2012-06-07 16:54:05.805911,2012-06-07 16:54:05.805911
390,37774,ref-ol-fo,,32.7,12.2,20120607163133-680-833,2,blue,2,blue,0,,2012-06-07 16:54:43.899571,2012-06-07 16:54:43.899571
391,37774,ref-ol-sc,,22.3,24.5,20120607163145-073-588,2,blue,2,blue,0,,2012-06-07 16:54:56.020108,2012-06-07 16:54:56.020108
392,37774,ref-ol-fk,,12.7,40.8,20120607163139-146-474,2,blue,2,blue,0,,2012-06-07 16:55:10.760403,2012-06-07 16:55:10.760403
393,37774,ref-gl-ab,,53,68.5,20120607163059-597-791,2,blue,2,blue,0,,2012-06-07 16:55:29.641018,2012-06-07 16:55:29.641018
394,37775,ref-ol-sc1,,71.7,38.8,20120607163813-962-611,2,blue,2,blue,0,,2012-06-07 16:57:20.319969,2012-06-07 16:57:20.319969
395,37775,ref-ol-sc2,,79.3,59.2,20120607164310-767-177,2,blue,2,blue,0,,2012-06-07 16:57:35.231866,2012-06-07 16:57:35.231866
396,37775,ref-ol-fk1,,54.7,29.2,20120607163832-539-752,2,blue,2,blue,0,,2012-06-07 16:57:49.767443,2012-06-07 16:57:49.767443
397,37775,ref-ol-fo1,,67.7,10.8,20120607163826-334-669,2,blue,2,blue,0,,2012-06-07 16:58:08.740219,2012-06-07 16:58:08.740219
398,37775,ref-ol-fa1,,31,45.8,20120607163837-366-950,2,blue,2,blue,0,,2012-06-07 16:58:28.067285,2012-06-07 16:58:28.067285
399,37775,ref-ol-fa2,,25,62.8,20120607164431-365-088,2,blue,2,blue,0,,2012-06-07 16:58:47.393132,2012-06-07 16:58:47.393132
400,37775,ref-ol-nwa6704,,50.3,55.8,20120607163819-010-681,2,blue,2,blue,0,,2012-06-07 16:59:07.786676,2012-06-07 16:59:07.786676
401,37775,ref-ol-ls1a,,72.3,56.8,20120607164026-439-430,2,blue,2,blue,0,,2012-06-07 16:59:31.744377,2012-06-07 16:59:31.744377
402,37784,ref-ol-fa1,,28,33.5,20120607163837-366-950,2,blue,5,blue,0,f,2012-06-08 08:16:10.375193,2013-09-17 11:01:28.633478
404,38078,chd-1,,51.6,45.3431182181611,20120705145152-391-328,2,blue,8,blue,0,f,2012-07-05 15:31:29.528727,2013-01-16 14:56:14.382761
405,38078,chd-2,,44.9,54.2431182181611,20120705145201-755-442,2,blue,8,blue,0,f,2012-07-05 15:31:48.681172,2013-01-16 14:57:17.896764
406,38078,chd-3,,41.8,46.0431182181611,20120705145208-622-013,2,blue,9,blue,0,f,2012-07-05 15:32:07.43358,2013-01-16 14:56:24.620107
407,38078,chd-4,,57.7,41.2431182181611,20120705145211-947-171,2,blue,8,blue,0,f,2012-07-05 15:32:30.248339,2013-01-16 14:56:34.490226
408,38078,chd-5,,57.2,52.2431182181611,20120705145216-327-719,2,blue,8,blue,0,f,2012-07-05 15:32:47.132384,2013-01-16 14:56:43.066028
409,38078,chd-6,,47.3,27.2431182181611,20120705145221-774-964,2,blue,8,blue,0,f,2012-07-05 15:33:35.094999,2013-01-16 14:56:52.828711
410,38078,chd-7,,52.3,60.6431182181611,20120705145225-313-609,2,blue,8,blue,0,f,2012-07-05 15:33:52.540268,2013-01-16 14:57:01.742314
411,38078,chd-8,,63.1,46.4431182181611,20120705145230-752-517,2,blue,8,blue,0,f,2012-07-05 15:34:07.150332,2013-01-16 14:57:09.265249
412,38111,chd-1,,54.6,44.8230769230769,20120705145152-391-328,2,blue,8,blue,0,f,2012-07-06 10:27:37.971488,2013-01-16 14:57:50.398174
413,38111,chd-2,,46.7,59.8230769230769,20120705145201-755-442,2,blue,2,blue,0,f,2012-07-06 10:28:02.981286,2012-12-28 19:02:02.094462
414,38111,chd-3,,42.1,46.2,20120705145208-622-013,2,blue,8,blue,0,f,2012-07-06 10:28:22.930371,2013-01-16 14:57:59.479293
415,38111,chd-4,,66,40.1230769230769,20120705145211-947-171,2,blue,8,blue,0,f,2012-07-06 10:28:43.201117,2013-01-16 14:58:08.8031
416,38111,chd-5,,62.7,55.4230769230769,20120705145216-327-719,2,blue,8,blue,0,f,2012-07-06 10:28:54.955613,2013-01-16 14:58:17.277102
417,38111,chd-6,,49.1,16.6230769230769,20120705145221-774-964,2,blue,8,blue,0,f,2012-07-06 10:29:09.671766,2013-01-16 14:58:25.262005
418,38111,chd-7,,56.4,68.4230769230769,20120705145225-313-609,2,blue,8,blue,0,f,2012-07-06 10:29:25.491999,2013-01-16 14:58:32.632028
419,38111,chd-8,,72.6,47.4230769230769,20120705145230-752-517,2,blue,8,blue,0,f,2012-07-06 10:29:39.767622,2013-01-16 14:58:42.78088
423,35777,coke,,85.9,56.5,"",2,red,2,blue,0,f,2012-12-17 17:27:54.860199,2012-12-17 17:28:16.955622
424,35777,bottle,,91,49,"",2,blue,2,blue,0,f,2012-12-17 17:28:42.900405,2012-12-17 17:28:42.900405
425,39258,no target,,47,40.9970274523518,"",2,blue,2,blue,0,,2012-12-19 08:47:22.638607,2012-12-19 08:47:22.638607
426,39258,no target,,58.9,45.1970274523518,"",2,blue,2,blue,0,f,2012-12-20 08:45:39.151906,2012-12-20 08:48:36.908023
436,33686,untitled point 1,,50,37.5,20110609170901-606-781,2,blue,2,blue,0,f,2012-12-27 08:47:44.23458,2012-12-27 08:48:33.354848
437,37827,Gujba A-1-2-2-2,,75.7,37.6333333333333,"",2,blue,2,blue,0,f,2012-12-28 09:05:29.592622,2012-12-28 09:06:43.993531
443,38111,sc15,,42.7,64.4230769230769,"",2,blue,2,blue,0,f,2012-12-28 16:24:55.985077,2012-12-28 19:00:44.140276
444,38111,sc14,,48.6,74.8230769230769,"",2,blue,2,blue,0,f,2012-12-28 16:41:48.503695,2012-12-28 18:57:17.70192
445,38111,sc13,,59.8,74.7230769230769,"",2,blue,2,blue,0,f,2012-12-28 16:42:36.275856,2012-12-28 18:28:51.930429
446,38111,sc23,,44.7,95.1230769230769,"",2,blue,2,blue,0,f,2012-12-28 16:46:53.92177,2012-12-28 16:47:11.469317
447,38111,sc22,,96,66.7230769230769,"",2,blue,2,blue,0,f,2012-12-28 16:47:34.346781,2012-12-28 16:53:02.350132
449,39399,untitled point 1,,50,33.3333333333333,"",2,blue,2,blue,0,,2013-01-04 08:50:19.766428,2013-01-04 08:50:19.766428
450,39399,A-1-3-4-1,,50.7,14.0333333333333,"",2,blue,2,blue,0,f,2013-01-04 08:50:39.965252,2013-01-04 08:50:39.965252
451,39400,untitled point 1,,50,33.3333333333333,"",2,blue,2,blue,0,,2013-01-04 08:58:04.146165,2013-01-04 08:58:04.146165
452,39400,A-1-3-4-2,,65.8,39.6333333333333,"",2,blue,2,blue,0,f,2013-01-04 08:58:23.523612,2013-01-04 08:58:23.523612
458,37834,A-1-4-2-2,,67,31.6333333333333,"",2,blue,2,blue,0,f,2013-01-07 09:13:56.332358,2013-01-07 09:13:56.332358
459,39402,untitled point 1,,50,33.3333333333333,"",2,blue,2,blue,0,,2013-01-07 09:19:18.799092,2013-01-07 09:19:18.799092
460,39402,A-1-4-3-2,,70.7,23.0333333333333,"",2,blue,2,blue,0,f,2013-01-07 09:19:49.717467,2013-01-07 09:19:49.717467
461,31636,gl-NIST-610,,27.7,25.3430288461538,20090318093433148.hkitagawa,2,white,2,red,1,t,2013-01-08 07:57:45.377493,2013-01-17 21:42:28.305825
462,31636,gl-NIST-612,,28,65.9430288461539,20090318093518953.hkitagawa,2,red,0,white,1,t,2013-01-08 07:58:18.163985,2013-01-17 21:42:46.404408
463,31636,gl-NIST-614,,73.3,59.6430288461538,20090318093552779.hkitagawa,2,red,2,green,1,t,2013-01-08 07:58:46.517495,2013-01-17 21:43:00.544402
464,31636,gl-NIST-616,,68.3,24.3430288461538,20090318093652380.hkitagawa,2,red,4,blue,1,t,2013-01-08 07:59:55.905212,2013-01-08 08:25:29.180195
465,12064,gl-NIST-610,,34.7,34.3451327433628,20090318093433148.hkitagawa,2,blue,10,blue,0,f,2013-01-08 08:02:00.939539,2013-01-28 08:48:44.14566
466,12064,gl-NIST-612,,40,59.3451327433628,20090318093518953.hkitagawa,2,blue,2,blue,0,,2013-01-08 08:02:14.438758,2013-01-08 08:02:14.438758
467,12064,gl-NIST-616,,64.7,31.6451327433628,20090318093652380.hkitagawa,2,blue,2,blue,0,,2013-01-08 08:02:31.210894,2013-01-08 08:02:31.210894
468,12064,gl-NIST-614,,64,54.6451327433628,20090318093552779.hkitagawa,2,blue,2,blue,0,,2013-01-08 08:02:45.429574,2013-01-08 08:02:45.429574
469,39595,untitled point 1,,50,50,"",2,blue,2,blue,0,,2013-01-15 08:47:28.563766,2013-01-15 08:47:28.563766
470,39595,untitled point 1,,55.6,45.8,"",2,blue,2,blue,0,f,2013-01-15 08:48:14.845152,2013-01-15 08:48:14.845152
473,39748,slice 1,,27.3,40.5,20120224090706-479-109,5,blue,15,blue,0,f,2013-01-17 21:13:27.556768,2013-01-23 17:44:00.40395
474,39748,slice 3,,62.8,34.3,20120224090741-261-366,5,blue,15,blue,0,f,2013-01-17 21:14:25.269952,2013-01-23 17:43:37.0375
475,39760,Gujba A-1-4-1ms,,57.7,36.7333333333333,20130118093551-135-779,5,red,15,blue,0,f,2013-01-18 16:16:43.397185,2013-01-18 23:17:31.143497
476,39760,Gujba A-1-2-1-f,,43.2,21.1333333333333,20120613095208-653-979,5,red,15,blue,0,f,2013-01-18 16:17:20.29986,2013-01-18 23:17:14.406594
477,39752,Gujba A-1-4-2-1,,53.6,40.5333333333333,20120613095154-472-447,5,red,15,blue,0,f,2013-01-18 22:57:38.974444,2013-01-18 23:05:03.465055
478,39752,Gujba A-1-4-3-1,,51.7,16.8333333333333,20130107090839-196-654,8,red,15,blue,0,f,2013-01-18 23:00:12.91513,2013-01-18 23:04:21.091844
479,39401,Gujba A-1-4-3-1,,51.2,18.0333333333333,20130107090839-196-654,5,red,15,blue,0,f,2013-01-18 23:06:49.432663,2013-01-18 23:09:32.763511
480,39401,Gujba A-1-4-2-1,,52.3,40.3333333333333,20120613095154-472-447,5,red,15,blue,0,f,2013-01-18 23:07:39.192394,2013-01-18 23:09:54.655952
481,10543,ref-ol-fa2,,35.8,61,20090130121933-001,5,blue,15,blue,0,f,2013-01-22 15:05:43.092051,2013-02-09 00:38:17.223545
482,10543,ref-ol-sc2,,63.4,56.4,20110324170424-678-725,5,blue,15,blue,0,f,2013-01-22 15:06:09.222468,2013-02-09 00:37:07.44418
483,10543,ref-ol-fo2,,44,38.9,20110324170416-891-622,5,blue,15,blue,0,f,2013-01-22 15:06:34.733969,2013-02-09 00:37:50.615375
484,39748,en-px-E002-b,,45.3,35.5,20110514185257-135-219,5,blue,15,blue,0,f,2013-02-07 08:09:47.720135,2013-02-07 08:10:40.313368
490,39885,gl-YRML10-2,,44.8179487179487,51.6,20130225144222-793-088,2,blue,2,blue,0,f,2013-02-25 15:31:14.844891,2013-02-25 15:35:30.694995
492,39885,A4,,42.9179487179487,29.5,20130225144128-955-485,2,blue,2,blue,0,,2013-02-28 14:21:09.460214,2013-02-28 14:21:09.460214
493,40549,ref-cpx-klb1,,35.2,59.3,20131210162626-971487,3,red,2,red,0,f,2013-05-09 09:47:46.259826,2013-12-10 16:45:46.452725
496,40549,ref-opx-klb1,,46,25,20131210162946-487953,7,white,3,white,0,f,2013-05-09 09:49:45.296687,2013-12-10 16:46:06.986804
497,40549,ref-opx-klb1,,57.7,35.3,20131210162946-487953,4,white,3,white,0,f,2013-05-09 09:49:50.681711,2013-12-10 16:46:11.530849
498,40549,ref-ol-klb1,,61.7,60.3,20131210162508-147655,5,blue,2,blue,0,f,2013-05-09 09:49:56.36296,2013-12-10 16:45:29.405055
499,40549,ref-ol-klb1,,54.3,68.3,20131210162508-147655,5,blue,2,blue,0,f,2013-05-09 09:50:00.445854,2013-12-10 16:45:07.712381
500,40888,1,,51.7,35.8840336134454,20130612154011-552193,2,blue,2,blue,0,f,2013-06-12 16:34:04.482125,2013-06-13 08:17:01.633941
501,40888,2,,36,19.5840336134454,20130612154248-178305,2,blue,2,blue,0,f,2013-06-12 16:34:25.994952,2013-06-13 08:18:15.277758
504,40888,3,,56.3,14.8840336134454,20130612154418-743797,2,blue,2,blue,0,,2013-06-13 16:55:55.343282,2013-06-13 16:55:55.343282
505,40950,ref-tro-CDT,,61.3774676650783,38,20130529150922-792324,4,blue,10,blue,0,f,2013-06-17 17:46:31.511324,2013-06-17 17:50:16.501527
506,40950,ref-ol-SC,,28.3774676650783,60.2,20130529151017-387776,4,blue,10,blue,0,f,2013-06-17 17:46:58.761096,2013-06-17 17:52:20.61596
510,41132,ref-ap-sonora-1,,39,30.1739495798319,20130628144543-905381,5,red,2,blue,0,f,2013-06-28 15:19:52.232587,2013-06-28 15:25:49.899423
511,41132,ref-ap-sonora-2,,56.3,31.8739495798319,20130628144543-905381,5,red,2,blue,0,f,2013-06-28 15:20:35.822686,2013-06-28 15:26:06.975135
512,41132,ref-ap-durango-2,,39,57.8739495798319,20130628144453-349172,5,blue,2,blue,0,f,2013-06-28 15:21:01.677444,2013-06-28 15:25:35.624538
513,41132,ref-ap-durango-1,,60.7,57.5739495798319,20130628144453-349172,5,blue,2,blue,0,f,2013-06-28 15:21:34.152835,2013-06-28 15:25:11.517099
514,41134,ref-cpx-sae116,,49.452401010952,50,20130628151316-747092,5,red,2,blue,0,f,2013-06-28 15:27:24.516453,2013-06-28 15:30:32.796402
515,41134,ref-cpx-sae113,,63.952401010952,52.6,20130628150708-812304,5,red,2,blue,0,f,2013-06-28 15:27:58.362691,2013-06-28 15:31:05.703901
516,41134,ref-cpx-sae152,,55.352401010952,60.9,20130628150906-461645,5,red,2,blue,0,f,2013-06-28 15:28:25.131205,2013-06-28 15:31:21.824292
517,41134,ref-cpx-sax39,,41.852401010952,61.2,20130628150759-626481,5,red,2,blue,0,f,2013-06-28 15:28:42.883699,2013-06-28 15:31:36.595608
518,41134,ref-grt-sae113,,32.952401010952,47.4,20130628145331-262208,5,blue,2,blue,0,f,2013-06-28 15:29:31.001649,2013-06-28 15:31:52.960561
519,41134,ref-grt-hk5206701d,,42.852401010952,37.5,20130628150457-492044,5,blue,2,blue,0,f,2013-06-28 15:29:52.806194,2013-06-28 15:32:13.992367
520,41134,ref-grt-rvsa4,,58.052401010952,39.1,20130628145302-498116,5,blue,2,blue,0,f,2013-06-28 15:30:10.055283,2013-06-28 15:32:03.95667
527,41533,14,,47.7,10.9318066157761,20130821144203-789659,2,blue,2,blue,0,f,2013-08-21 14:42:22.255994,2013-08-22 11:59:28.29714
528,41533,16,,67.768161329396,23.5608375103895,20130821144754-937028,2,blue,2,blue,0,,2013-08-21 14:48:12.577008,2013-08-22 11:59:28.273075
529,41533,17,,57.7347165133425,28.5106702863092,20130821144954-242186,2,blue,2,blue,0,,2013-08-21 14:50:11.498611,2013-08-22 11:59:28.305462
530,41533,12,,72.3835459447806,58.4772254702557,20130821145029-767328,2,blue,2,blue,0,,2013-08-21 14:50:47.596299,2013-08-22 11:59:28.316484
531,41533,13,,80.6778603260515,53.7949512227641,20130821145311-377036,2,blue,2,blue,0,,2013-08-21 14:53:30.222617,2013-08-22 11:59:28.328315
532,41533,9,,24.3567900919378,21.5541485471788,20130821145404-277067,2,blue,2,blue,0,,2013-08-21 14:54:20.864476,2013-08-22 11:59:28.338682
533,41533,15,,41.6143151755498,22.9588308214263,20130821145545-424564,2,blue,2,blue,0,,2013-08-21 14:56:03.327118,2013-08-22 11:59:28.346924
534,41533,18,,33.2531111621719,44.6979612562089,20130821145704-053155,2,blue,2,blue,0,,2013-08-21 14:57:21.345999,2013-08-22 11:59:28.35565
535,41533,19,,28.7046161788943,45.7013057378142,20130821145727-171778,2,blue,2,blue,0,,2013-08-21 14:57:46.047692,2013-08-22 11:59:28.3637
536,41533,4,,32.4396096034599,34.657775329757,20130821152533-648164,2,blue,2,blue,0,,2013-08-21 15:25:51.636004,2013-08-22 11:59:28.372052
537,41533,1,,47.021810138729,45.2125109552852,20130821152852-741344,2,blue,2,blue,0,,2013-08-21 15:29:10.415674,2013-08-22 11:59:28.380466
538,41533,2,,48.8272254430957,47.9900729620031,20130821153943-716675,2,blue,2,blue,0,,2013-08-21 15:40:00.859198,2013-08-22 11:59:28.388868
539,41533,3,,50.5632016972944,32.4357257243827,20130821154712-314503,2,blue,2,blue,0,,2013-08-21 15:47:30.312732,2013-08-22 11:59:28.397213
540,41533,5,,17.0935795163433,44.3098033031019,20130821155728-831865,2,blue,2,blue,0,,2013-08-21 15:57:44.336058,2013-08-22 11:59:28.405451
541,41533,6,,16.463813503309,43.4939478782824,20130821193049-330197,2,blue,2,blue,0,,2013-08-21 19:31:06.86917,2013-08-22 11:59:28.413824
542,41533,7,,31.7815392558174,38.9454528950049,20130821193113-684494,2,blue,2,blue,0,,2013-08-21 19:31:33.581238,2013-08-22 11:59:28.421968
543,41533,10,,25.2263553093291,20.7514729618945,20130821193422-344411,2,blue,2,blue,0,,2013-08-21 19:34:40.724138,2013-08-22 11:59:28.430418
